date,employee_id,name,role,shift_start,shift_end,hours,hourly_rate_sar
2026-02-26,EMP-01,Hussain Al-Nasser,senior_barista,14:00,22:00,8,32
2026-02-26,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-02-26,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-02-26,EMP-05,Mohammed Al-Qadeeh,barista,14:00,22:00,8,24
2026-02-26,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-02-27,EMP-01,Hussain Al-Nasser,senior_barista,15:00,23:00,8,32
2026-02-27,EMP-02,Ali Al-Mutairi,barista,15:00,17:00,2,24
2026-02-27,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-02-27,EMP-04,Fatimah Al-Awami,cashier,15:00,17:00,2,20
2026-02-27,EMP-06,Sara Al-Zahrani,cashier,15:00,17:00,2,20
2026-02-28,EMP-01,Hussain Al-Nasser,senior_barista,15:00,23:00,8,32
2026-02-28,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-02-28,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-02-28,EMP-04,Fatimah Al-Awami,cashier,14:00,22:00,8,20
2026-02-28,EMP-05,Mohammed Al-Qadeeh,barista,14:00,22:00,8,24
2026-03-01,EMP-01,Hussain Al-Nasser,senior_barista,15:00,23:00,8,32
2026-03-01,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-03-01,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-01,EMP-05,Mohammed Al-Qadeeh,barista,14:00,22:00,8,24
2026-03-01,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-03-02,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-02,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-03-02,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-03-02,EMP-06,Sara Al-Zahrani,cashier,14:00,22:00,8,20
2026-03-03,EMP-02,Ali Al-Mutairi,barista,14:00,22:00,8,24
2026-03-03,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-03-03,EMP-04,Fatimah Al-Awami,cashier,14:00,22:00,8,20
2026-03-03,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-03-04,EMP-01,Hussain Al-Nasser,senior_barista,14:00,22:00,8,32
2026-03-04,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-04,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-03-04,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-04,EMP-05,Mohammed Al-Qadeeh,barista,14:00,22:00,8,24
2026-03-04,EMP-06,Sara Al-Zahrani,cashier,14:00,22:00,8,20
2026-03-05,EMP-01,Hussain Al-Nasser,senior_barista,14:00,22:00,8,32
2026-03-05,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-05,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-05,EMP-05,Mohammed Al-Qadeeh,barista,14:00,22:00,8,24
2026-03-05,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-03-06,EMP-01,Hussain Al-Nasser,senior_barista,14:00,22:00,8,32
2026-03-06,EMP-02,Ali Al-Mutairi,barista,14:00,17:00,3,24
2026-03-06,EMP-03,Zahra Al-Hassan,barista,14:00,17:00,3,24
2026-03-06,EMP-05,Mohammed Al-Qadeeh,barista,14:00,22:00,8,24
2026-03-07,EMP-02,Ali Al-Mutairi,barista,14:00,22:00,8,24
2026-03-07,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-03-07,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-08,EMP-01,Hussain Al-Nasser,senior_barista,14:00,22:00,8,32
2026-03-08,EMP-02,Ali Al-Mutairi,barista,14:00,22:00,8,24
2026-03-08,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-03-08,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-08,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-03-08,EMP-06,Sara Al-Zahrani,cashier,15:00,23:00,8,20
2026-03-09,EMP-01,Hussain Al-Nasser,senior_barista,15:00,23:00,8,32
2026-03-09,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-10,EMP-01,Hussain Al-Nasser,senior_barista,14:00,22:00,8,32
2026-03-10,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-10,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-03-10,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-03-10,EMP-06,Sara Al-Zahrani,cashier,14:00,22:00,8,20
2026-03-11,EMP-01,Hussain Al-Nasser,senior_barista,14:00,22:00,8,32
2026-03-11,EMP-02,Ali Al-Mutairi,barista,14:00,22:00,8,24
2026-03-11,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-03-11,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-11,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-03-12,EMP-02,Ali Al-Mutairi,barista,14:00,22:00,8,24
2026-03-12,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-03-12,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-12,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-03-12,EMP-06,Sara Al-Zahrani,cashier,14:00,22:00,8,20
2026-03-13,EMP-01,Hussain Al-Nasser,senior_barista,14:00,22:00,8,32
2026-03-13,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-13,EMP-03,Zahra Al-Hassan,barista,15:00,23:00,8,24
2026-03-13,EMP-04,Fatimah Al-Awami,cashier,14:00,17:00,3,20
2026-03-13,EMP-05,Mohammed Al-Qadeeh,barista,15:00,17:00,2,24
2026-03-13,EMP-06,Sara Al-Zahrani,cashier,14:00,22:00,8,20
2026-03-14,EMP-01,Hussain Al-Nasser,senior_barista,14:00,22:00,8,32
2026-03-14,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-03-14,EMP-05,Mohammed Al-Qadeeh,barista,14:00,22:00,8,24
2026-03-14,EMP-06,Sara Al-Zahrani,cashier,14:00,22:00,8,20
2026-03-15,EMP-01,Hussain Al-Nasser,senior_barista,14:00,22:00,8,32
2026-03-15,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-03-15,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-03-15,EMP-06,Sara Al-Zahrani,cashier,14:00,22:00,8,20
2026-03-16,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-16,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-03-16,EMP-04,Fatimah Al-Awami,cashier,14:00,22:00,8,20
2026-03-16,EMP-05,Mohammed Al-Qadeeh,barista,14:00,22:00,8,24
2026-03-16,EMP-06,Sara Al-Zahrani,cashier,14:00,22:00,8,20
2026-03-17,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-17,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-03-17,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
2026-03-17,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-03-17,EMP-06,Sara Al-Zahrani,cashier,14:00,22:00,8,20
2026-03-18,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-18,EMP-03,Zahra Al-Hassan,barista,14:00,22:00,8,24
2026-03-18,EMP-04,Fatimah Al-Awami,cashier,14:00,22:00,8,20
2026-03-18,EMP-05,Mohammed Al-Qadeeh,barista,15:00,23:00,8,24
2026-03-19,EMP-02,Ali Al-Mutairi,barista,14:00,22:00,8,24
2026-03-19,EMP-04,Fatimah Al-Awami,cashier,14:00,22:00,8,20
2026-03-19,EMP-05,Mohammed Al-Qadeeh,barista,14:00,22:00,8,24
2026-03-19,EMP-06,Sara Al-Zahrani,cashier,14:00,22:00,8,20
2026-03-20,EMP-04,Fatimah Al-Awami,cashier,07:00,15:00,8,20
2026-03-20,EMP-05,Mohammed Al-Qadeeh,barista,07:00,15:00,8,24
2026-03-20,EMP-06,Sara Al-Zahrani,cashier,15:00,17:00,2,20
2026-03-21,EMP-02,Ali Al-Mutairi,barista,15:00,23:00,8,24
2026-03-21,EMP-03,Zahra Al-Hassan,barista,07:00,15:00,8,24
2026-03-21,EMP-04,Fatimah Al-Awami,cashier,15:00,23:00,8,20
